menu,bahan,langkah,hasil,kalori_kkal,lemak_g,karbohidrat_g,protein_g,serat_g,kolesterol_mg,gambar_url
bihun jamur,kaldu jamur kecap manis kecap asin egg cooked spinach from fresh chicken sausage garlic shiitake mushrooms stir fried vermicelli,tumis bawang putih masukkan sosis jamur angkat orek telur angkat tumis bayam angkat rebus bihun tiriskan tumis bihun masukkan kecap asin kecap manis kaldu jamur masukkan sosis jamur telur bayam masukkan sosis jamur telur bayam bumbui garam merica sesuai selera,1 porsi,433,12.2,55.15,25.45,4.8,252,https://m.ftscrt.com/static/recipe/6ba736b9-e389-425f-8ec0-3c22d551956b.jpg
bihun rebus,royco ayam minyak jagung bihun jagung lada putih bubuk porsi bawang merah sawi hijau cabai merah rawit garam siung bawang putih gelas air,rebus bihun matang minyak cuci potong bawang merah bawang putih cabai rawit sawi hijau seledri oseng bawang merah bawang putih cabai rawit minyak cco tambahkan air mendidih masukkan sawi hijau seledri menit masukkan bihun matang masukkan bumbu garam lada royco hidangkan,2 porsi,186,1.77,31.14,1.38,2.0,0,https://m.ftscrt.com/static/recipe/ac94cf7f-b1fe-491a-8e5e-0750d86273e0.jpg
stim ikan ala chinese,stevia sweetener hot chili pepper saus tiram kecap asin siung bawang putih ikan mangkok dicincang daun bawang loncang,masak saos ala chinese oseng bawang putih jahe tambahkan air tambahkan kecap asin tambahkan saos tiram tunggu mendidih ikan masak siram saos ala chinese tunggu mendidih stim ikan senangin daun bawang cabai merah cabai hijau atasnya,1 porsi,134,1.27,8.14,23.49,1.0,70,https://m.ftscrt.com/static/recipe/caa2bb8c-4308-47f7-b7ab-6e66cc874508.jpg
pan sarden pizza,siung bawang putih dimasak ragi minyak goreng madu cheddar sendok saus sambal sarden saus tomat smoked beef keju mozarella saus tomat tepung segitiga biru bawang bombay dimasak cabai merah rawit sosis ayam garam gula pasir air,aduk air hangat ragi gula pasir diamkan berbuih menit masukkan garam madu sdm minyak aduk tuang adukan ragi gram tepung terigu aduk meyatu alasi permukaan meja minyak uleni adonan kalis pipihkan adonan rolling pin seukuran pan topping pizza tumis sosis smoked beef dipotong sesuai selera sisihkan tumis bawang putih bawang bombai diiris wangi masukkan sarden irisan cabai rawit saus sambal saus tomat masak mengental panaskan teflon api olesi minyak panggang sisi pizza matang kecoklatan,1 porsi,1244,44.59,159.81,54.05,4.7,27,https://m.ftscrt.com/static/recipe/56aaff7a-8c86-435c-92de-a9426be354ec.jpg
bibimbap,saus topokki hot spicy bawang merah telur dadar telur orak arik nasi merah kubis cina bok choy choi wortel siung bawang putih,rebus kubis wortel bw merah bw putih menit tempatkan beras merah kukus mangkuk susun bahan yg direbus tdi nasi merah orak arik telur letakan tambahkan saus gocujhang saus tteokbokki campur makanan disajikan,1 porsi,438,11.72,67.95,15.39,4.8,289,https://m.ftscrt.com/static/recipe/65ff05ea-40ee-4b16-9f63-b1fae2a6e9b5.jpg
ayam saos mentega,minyak jagung saus tiram madu madu daging dada ayam ayam pedaging dipanggang dimasak,siapkan gr ayam cuci bersih potong sesuai selera marinasi bawang puth halus penyedam lada garam saus tiram sdm madu sdm tepung maizena sdm simpan kulkas minimal menit siapkan bumbu tumis nya bawang bombay minyak tropicana sdt tumis bumbu tumis masukan bumbu marinasi,1 porsi,597,11.7,71.63,62.51,0.2,170,https://m.ftscrt.com/static/recipe/07f8f3c1-43c6-42fc-be78-38528435f587.jpg
oat goreng special,royco ayam boncabe saus tiram lada putih bubuk pilus sapi panggang bawang merah oat telur paprika merah manis bawang putih bubuk cabai merah rawit daging dada ayam ayam pedaging brokoli bawang bombay bawang putih daun bawang sawi putih,haluskan bawang putih merah cabai garam merica bumbu dihaluskan ditumis bawang bombay masukan telur oat sayur nya diaduk masukan sdt saori bumbu royco tambahkan bumbu nasi goreng sajiku sejumput aja ayam dimasak bumbu bawang putih merica bon cabe ohaiong panggang pake telfon matang sajikan deh tambahkan pilus topping aja wkwk,1 porsi,812,15.98,146.95,40.91,40.7,239,https://m.ftscrt.com/static/recipe/2a4f137e-1dec-42ef-a579-741d05d8323b.jpg
mapo tofu,soy sauce tbsps olive oil jamur enoki bakso daging sapi gochujang tahu original siung garlic onions tempeh cooked,tumis bawang putih bawang bombay masukan tempe bakso masukan gochujang kecap tambahkan air garam tunggu mendidih reduced masukan tahu masak menit,4 porsi,261,16.34,12.61,18.16,1.0,0,https://m.ftscrt.com/static/recipe/7a17db21-c70a-4541-9dea-303b818be069.jpg
mie shirataki soto,royco ayam lada putih bubuk bumbu indomie goreng kerupuk seblak paprika merah manis bawang merah mie basah matang jeruk nipis cabai merah rawit daging dada ayam ayam pedaging bawang putih sawi putih,haluskan bawang putih merah cabai tambahkan garam lada masak ayam dipanggang kasih bumbu bawang putih merica ohaiong masak telur gausah pake minyak pake telfon aja tambahkan bumbu halus tambahkan air jeruk nipis tambahkan sayuran shirataki paprika tambahkan bumbu soto indomie menyajikan,1 porsi,307,12.68,34.29,15.3,10.7,23,https://m.ftscrt.com/static/recipe/22959696-0618-40a3-9704-bef5c7ba88f2.jpg
cah kangkung ala,minyak goreng telur siung bawang putih cabai merah rawit bawang merah kangkung,panaskan minyak masukkan bamer baput tunggu harum masukkan kangkung cabe rawit tambahkan air tumis kangkung masak layu,1 porsi,260,16.17,21.22,10.04,4.6,212,https://m.ftscrt.com/static/recipe/fc8ee1f0-1f60-4c5a-84ce-c5ca87b0aad7.jpg
tumis shau,tbsp sesame oil kecap pedas saus tiram broccoli carrots green snap beans soy sauce shoyu honey,cuci dang potong sayuran tumis bawang putih minyak wijen masukan sayuran bumbu tambahkan air disajikan,1 porsi,177,7.16,27.09,3.05,3.5,0,https://m.ftscrt.com/static/recipe/061a1454-8b22-49fe-a0a5-b7c51fb9f747.jpg
rolade sehat,minyak goreng kecap asin susu uht full cream rolled oat dada ayam tahu telur minyak wijen wortel,campur bahan chopper kecuali telur susu penyedap campur kocok telur susu dadar teflon anti lengket bentuk rolade kukus disajikan,40 porsi,24,1.21,1.37,1.84,0.2,23,https://m.ftscrt.com/static/recipe/60585fe8-d7a8-4d88-a2c6-8fb7e5544ff6.jpg
ayam lada hitam,young green onions lada putih bubuk minyak goreng saus teriyaki lada hitam chicken breast paprika onions,panfry ayam tumis bahan kering masukkan bumbu,2 porsi,362,15.83,20.21,36.28,5.7,96,https://m.ftscrt.com/static/recipe/aa612f1e-d288-4aa9-ac17-9f21ade07184.jpg
nasgor receh,sosis ayam kombinasi nasi putih mie basah matang cabai merah rawit siung bawang putih,tumis bawang putih harum masukkan cabai haluskan tambahkan sosis mie shirataki tambahkan nasi tunggu matang suka tambahkan telur ceplok telur rebus bakso,1 porsi,140,4.08,22.44,5.16,3.7,0,https://m.ftscrt.com/static/recipe/784c037d-2270-42db-bd24-1ff36231581e.jpg
tongseng bango dan fiber chreme,pengganti kecap manis fiber creme tongseng khas solo dada ayam kulit dimakan tomat cabai merah rawit kubis daun bawang sereh daging sapi lemak lemak,tumis daging bumbu bango masukan air fiber chreme bumbu menyusut masukan kubis cabai matikan api masukan faun bawang potongan tomat,2 porsi,360,10.68,34.11,36.39,8.9,90,https://m.ftscrt.com/static/recipe/f71afba1-d46d-4273-b97b-ae8932e53411.jpg
bakso di soup,kaldu jamur bawang bombay tepung tapioka daging sapi giling kecambah pakcoy bawang putih bubuk sejumput lada hitam garam siung bawang putih cabai merah rawit daun bawang tahu kukus,adonan bakso campurkan tapioka daging sapi giling bombay bubuk bawang putih lada garam aduk bulatkan tangan masukan air mendidih cincang bawang putih daun bawang masukan kuah lada garam kaldu jamur rebus sayur pokcoy toge panci terpisah tunggu bakso matang mengapung masukan tahu tunggu smua matang sajikan toge pokcoy rebus sera tambahkan cabai rawit suka,4 porsi,242,13.64,9.99,20.65,1.8,44,https://m.ftscrt.com/static/recipe/30d324ca-bd61-488c-a2e0-7b1b9c075890.jpg
cauliflower nasi goreng,kaldu jamur kecap manis kecap inggris irisan tebal chicken breast minced garlic chili egg mangkok chinese cabbage cups cauliflower olive oil mangkok irisan red onions,sangrai wajan kembang kol berubah warna kering sisihkan tumis pakai olive oil bawang merah bawang putih sampi berubah warna harum masukan cabai ayam tambahkan air masak ayam matang sempurna masukan telur aduk aduk matang air kecap kecap asin kaldu jamur dll masak bumbu meresap masukan kembanh kol aduk aduk bahan diatas tambahkan air tujuan meresap kedalam kembang kol masak kembanh berubah warna tekstur nasi goreng,2 porsi,184,6.57,23.67,11.36,5.4,116,https://m.ftscrt.com/static/recipe/16cf7cb1-cfeb-4696-bf81-dbdb98991bee.jpg
chicken tandoori,minced garlic greek yogurt chicken thigh tsp coriander seed cumin tbsp fenugreek seed tsp paprika sejumput black pepper turmeric ground sejumput salt ginger,bersihkan ayam pakai kulit bumbui ayam lada garam bumbu marinasi tama masukkan greek yoghurt mangkuk campur bumbu bubuk ketumbar jinten kunyit paprika garam menyesuaikan haluskan butir bawang putih ruas jahe suka pedas tambahkan cabe sebisa cabe kering bubuk tambahkan bumbu halus mangkuk aduk merata yoghurt bumbu bubuk guratan daging ayam menyentuh tulang lumurkan bumbu marinasi ayam merata biarkan kulkas jam diamkan semalaman fungsinya melunakkan daging ayam bumbunya meresap didiamkan keluarkan ayam kulkas panaskan wajan pakai minyak sdm masukkan ayam wajan kulit menghadap bolak ayam matang menit dilumuri sisa bumbu marinasi,2 porsi,218,12.81,9.05,17.41,2.8,58,https://m.ftscrt.com/static/recipe/d4f21281-6585-4267-a696-7ef1010da743.jpg
nasi goreng china,lada putih bubuk margarin sayur toge saus tiram kecap asin kedelai telur mangkok dimasak nasi putih sejumput lada hitam garam minyak wijen siung bawang putih wortel bawang merah sawi hijau,panaskan margarin tumis bawang harum masukan telur sayuran masukan nasi putih aduk lupa kecap asin minyak wijen saos tiram garam opstional ya kalo asin lada aduk tercampur nikmati,2 porsi,451,14.27,67.2,14.04,4.0,106,https://m.ftscrt.com/static/recipe/d2783c03-6082-46ed-a922-18ddfbef0ffc.jpg
tumis ayam jamur tempe,cooked mushrooms fat added in cooking small red onion saus tiram chicken breast medium onion tbsps chili green hot chili peppers cup pieces mushrooms with salt drained cooked boiled tempeh cooked,tumis bawang cabe minyak masukkan ayam tempe masak matang masukkan jamur air saori saus tiram koreksi,1 porsi,662,24.51,62.9,56.15,10.0,84,https://m.ftscrt.com/static/recipe/75000ddf-7b45-4399-a8de-badc6ea3172f.jpg
capcay ayam kuah tanpa minyak,kaldu jamur tomat garam dada ayam kulit dimakan bawang bombay sawi hijau saus tiram siung bawang putih wortel kembang kol sawi putih,cuci sayuran ayam geprak bawang putih halus tumis bawang putih bombay wortel teflon minyak masukan air mendidih masukan bumbu sesuai selera garam saus tiram kaldu jamur masukan ayam masak matang masukan sayuran koreksi selesai,2 porsi,91,1.6,5.52,13.65,1.4,34,https://m.ftscrt.com/static/recipe/ba7e96e2-8277-4905-b4a8-bb56214373dd.jpg
sohun goreng,bumbu racik nasi goreng minyak goreng dada ayam tomat kecambah bawang merah sawi mentimun kulit bawang putih sohun tempe,rendam sohun dngn air panas menit tiriskan iris bawang merah bawang putih potong dadu dada ayam tempe tumis bawang merah bawang putih sebentar masukkan dada ayam tempe masukkan toge sawi aduk jngan lupa bumbu nasi goreng instannya ya masukkan sohun nya tumis matang sajikan irisan mentimun tomat,2 porsi,392,13.1,44.58,27.31,5.7,42,https://m.ftscrt.com/static/recipe/17dd0d3f-746c-4445-9b64-b7f37d23dc82.jpg
ayam geprek low calori,rolled oats telur cabai merah rawit minyak sayur canola siung bawang putih dada ayam,iris tipis dada ayam baluri telur blender rolled oat tepung balurkan ayam tepung rolled oat goreng ayam pakai minyak canola sdm uleg cabai bawang putih sesuai selera,2 porsi,329,16.74,18.11,26.57,3.4,150,https://m.ftscrt.com/static/recipe/eabdfa03-a087-43f4-8d8c-1bfeca1b297f.jpg
oseng buncis tempe,kecap manis tempe goreng garam saus tiram cabai merah rawit bawang merah siung bawang putih buncis,tempe digoreng dipotong kotak kotak buncis potong sesuai selera tumis bamer baput cabe harum masukan tempe digoreng buncis tambahkan kecap saus tiram garam air seckupnya tunggu matang air menyusut,2 porsi,213,6.32,36.33,7.93,6.3,0,https://m.ftscrt.com/static/recipe/cd166886-7814-47aa-a887-b63f43cb165b.jpg
nasi goreng oatmeal,takaran lada putih bubuk bawang putih cincang sendok makan instant oatmeal margarin garam kecap manis daun bawang buncis wortel air,cincang bawang putih potong sayuran dicuci panaskan teflon masukan margarin mencair tumis baput cincang harum masukan air disusul sayuran tumis sayuran matang masukan daun bawang oatmeal masukan bumbu kecap garam lada,1 porsi,336,12.31,53.09,7.7,7.1,0,https://m.ftscrt.com/static/recipe/25599d7d-d772-446a-abb6-c9c15f5378b2.jpg
nasgor merah,minyak goreng bawang merah telur nasi merah cabai merah rawit sawi hijau bawang putih,potong bawang cabe tumis masukan telur matang masukan sawi layu masukan nasi tambahkan garam angkat nasgor matang sajikan d piring,1 porsi,322,11.69,41.06,15.67,5.7,330,https://m.ftscrt.com/static/recipe/c3fa8c42-88d6-40db-8f3b-72ee7b6dcdad.jpg
mentai shirataki,saus sambal tbsps sesame oil mie kering crab stick mayonnaise,rebus mie shirataki campurkan mie shirataki sejumput garam minyak wijen tata ramekin tambahkan crab stick rebus mentai bakar gas torch,2 porsi,352,27.77,24.27,2.2,2.0,6,https://m.ftscrt.com/static/recipe/c070cb47-4325-4c25-bcc0-ec46acff2a7d.jpg
sundubu jigae ala indonesia,porsi sambal matah telur daun bawang air tahu,masak air mendidih masukkan tahu potong masukkan garam merica bubuk bawang putih bawang merah dimasak menit masukkan telur masak telur tahu matang daun bawang diiris iris,1 porsi,218,11.13,16.82,15.29,2.0,187,https://m.ftscrt.com/static/recipe/c04c2b45-ead3-41bf-95ac-3044044fa40c.jpg
kangkung tumis,saus tiram minyak goreng saus tiram cabai merah rawit bawang merah kangkung siung bawang putih irisan tomat merah,iris kangkung bahan nya pisahkan tumis bahan masukan kangkung saori air tunggu kangkung masak disajikan,1 porsi,450,32.4,35.27,10.93,9.1,0,https://m.ftscrt.com/static/recipe/412f55e6-de55-4504-b6fe-03a7bf1a7aef.jpg
sayur bayam bening,cabai merah rawit iris tipis bawang bayam,bersihkan sayur rebus air mendidih masukkan bayam keras menyajikan,1 porsi,55,1.51,9.35,5.01,4.8,0,https://m.ftscrt.com/static/recipe/afb0694b-6fc8-4325-9ab7-9fe254bc0b36.jpg
sup telur,lada putih bubuk kaldu jamur sosis ayam telur mangkok segar sawi dimasak segar garam,kocok telur campurkan garam didihkan air air mendidih masukkan telur kocok masukkan sosis sawi kaldu merica,1 porsi,187,10.95,10.99,12.24,0.0,0,https://m.ftscrt.com/static/recipe/051eed7e-198e-4be3-9de2-397123bddc89.jpg
sup tomat,lada putih bubuk tomat royco kaldu sapi putih telur siung bawang putih tahu gelas air,potong potong tomat bawang putih blender air halus masak mendidih masukkan tahu dipotong dadu kuah berkurang masukkan putih telur tambahkan royco lada bubuk tes sesuai matang tambahkan daun bawang dam hidangkan,1 porsi,206,10.18,11.35,20.61,0.0,0,https://m.ftscrt.com/static/recipe/0447fff8-03f0-40cd-8119-adf1eff5c7d0.jpg
sup labu telur,bumbu penyedap sapi minyak goreng bihun jagung telur garam tahu siung bawang putih gelas air labu,rebus bihun matang sisihkan kupas bersihkan labu potong dadu sisihkan tumis bawang putih masukkan telur aduk matang tambahkan air masukkan lahu tahu,2 porsi,166,7.74,14.08,8.25,0.0,0,https://m.ftscrt.com/static/recipe/a25ba145-6369-44ac-862d-09b10f851181.jpg
bakso dan sup telur,telur ayam kampung bakso sapi air mineral fish roll crab stick slice soft silken tofu,didihkan air didih masukan telur aduk sebentar masukan bahan tambahkan penyedap gula bawang putih bubuk lada hitam,1 porsi,362,14.38,27.84,30.02,0.0,0,https://m.ftscrt.com/static/recipe/b77c8c64-ae8f-42e6-9fa3-6f8ac208ed92.jpg
sop sayur,bumbu racik sayur sop kaldu jamur minyak goreng sejumput garam buncis kentang rebus kepala kubis wortel untai seledri siung bawang putih daun bawang brokoli,tumis bawang putih harum berubah warna air mendidih mendidih masukkan sayuran yg keras wortel buncis kentanh tambahkan bumbu racik garam kaldu jamur koreksi dihidangkan,1 porsi,321,11.17,52.12,11.34,0.0,0,https://m.ftscrt.com/static/recipe/4d5162f3-562a-4773-8bca-b8b45e46a04a.jpg
sup telur jagung,bawang putih cincang irisan tipis ayam air mineral telur rebus wortel dimasak bawang bombay dimasak garam mangkok jagung manis kuning mangkok daun bawang,tumis bawang putih bombay harum masukan kurleb air masukan ayam wortel jagung diamkan kurleb menit kocok telur masukan masukan jg daun bawang tambahkan garam merica dicicip biss dihidangkan,2 porsi,217,7.41,33.0,8.48,0.0,0,https://m.ftscrt.com/static/recipe/c36b3f65-9f04-4565-91c4-2894d8908415.jpg
bakso lohoa,lada putih bubuk tepung tapioka jamur kuping telur bihun wortel dimasak royco kaldu sapi garam siung bawang putih mangkok daun bawang daging dada ayam ayam pedaging,choper haluskan dada ayam beserta siung bawang putih butir telur sdm tepung maizena tapioka garam lada beserta kaldu sapi bubuk choper halus pindahkan wadah baskom gilingan ayam yg halus potong wortel jamur kuping daun bawang potong kotak masukkan gilingan ayam masukan bihun jagung kedalam adonan baso aduk bentuk adonan baso bulat sendok tangan rebus air mendidih baso terapung tandanya matang sajikan resep kuah baso kuah sop selamat mencoba,10 porsi,42,1.0,4.87,3.59,0.0,0,https://m.ftscrt.com/static/recipe/b480759e-cf19-40e1-9d8c-e80c5538c8ae.jpg
sawi tahu,telur bakso udang garam siung bawang putih tahu pakcoy gula pasir air,rebus bola udang tahu pakcoy tiriskan urak arik telur bawang putih minyak masukkan bahan dlm wadah gula garam penyedap air tunggu sebentar angkat sajikan,1 porsi,246,11.19,18.6,19.47,0.0,0,https://m.ftscrt.com/static/recipe/ec9f6427-a1c8-40b9-b401-3764138fb446.jpg
sup daging tahu,lada putih bubuk bawang merah minyak goreng daging sapi tahu bawang bombay royco kaldu sapi jinten garam siung bawang putih jahe wortel jagung manis kuning kentang rebus daun bawang air,daging sapi direbus halus lada jintan jahe bawang putih bawang merah tumis bumbu halus tambahkan bawang bombay potong potong tambahkan air biarkan mendidih bahan test masak mendidih,4 porsi,269,14.19,22.49,14.42,0.0,0,https://m.ftscrt.com/static/recipe/79fe14e7-521b-4a01-9334-dced8c9d6f70.jpg
sup bening,minced garlic scallops boiled egg medium boiled potato cooked carrots mangkok dicincang broccoli ons cabbage with salt drained cooked boiled,potong bahan rebus air mendidih masukkan bawang merah bawang putih menit masukkan kentang wortel wortel kentang matang masukkan brokoli kol taburkan garam menyajikan,2 porsi,162,5.52,22.71,5.86,0.0,0,https://m.ftscrt.com/static/recipe/9616bc7e-6cbd-469d-9808-01a1c5aa3f1a.jpg
martabak tofu,tsp low sodium dry beef broth bouillon or consomme egg medium carrots tsp white pepper sejumput salt oyster sauce siung garlic mangkok dicincang scallions or spring onions block regular tofu with calcium sulfate,hancurkan tahu parut wortel potong daun bawang campurkan bahan telur aduk tambahkan bumbu bumbu siapkan pan panas kecilkan api panggang bertahap,12 porsi,36,1.87,2.2,3.17,0.0,0,https://m.ftscrt.com/static/recipe/9b634ad8-92e8-49b9-bbb0-0daa12f02d79.jpg
smoothie coklat pisang,coklat bubuk mueslix harvest fruit pisang chia seed,pisang bekuin blender bubuk coklat kasih taburan topping,1 porsi,280,3.97,60.42,5.85,0.0,0,https://m.ftscrt.com/static/recipe/b89563c9-0235-41f3-9a44-5ddd69d68722.jpg
