menu,bahan,langkah,hasil,kalori_kkal,lemak_g,karbohidrat_g,protein_g,serat_g,kolesterol_mg,gambar_url
Telur Dadar,"['1. 3 g lada putih bubuk', '2. 1 sdm canola oil', '3. 25 g sosis ayam', '4. 1 besar egg', '5. 1 sdm, cincang scallions or spring onions', '6. 50 gram chives']","['1. Masukkan kucai kedalam teflon yg sudah diminyaki, masak sampai layu.', '2. Kocok sosis potong dengan telur, masukkan bumbu dan daun bawang secukupnya.', '3. Tuangkan adonan telur ke atas kucai, masak sampai matang.']",1 porsi,246,19.17,7.0,11.04,1.4,212,https://m.ftscrt.com/static/recipe/4a6ed25b-6543-4346-ba67-b72823d626a5.jpg
Nasi Goreng Mentega,"['1. 27 g margarine', '2. 1 besar telur dadar atau telur orak-arik', '3. 100 g mixed vegetables', '4. 1 1/2 mangkok, dimasak nasi putih', '5. 1 siung bawang putih']","['1. Tumis bawang putih cincang dengan margarine.', '2. Masukkan sayur campur dan diikuti dengan nasi.', '3. Tambahkan telur, orak arik, dan campur semuanya.']",2 porsi,344,14.91,41.13,8.15,0.5,106,https://m.ftscrt.com/static/recipe/c7d2d6c4-8f2b-411b-9494-2b202d7bffc0.jpg
Smoothies Berry,"['1. 20 g granola creations cinnamon & raisin', '2. 1/2 buah naga', '3. 200 ml skimmed milk (200ml)', '4. 100 gram mangga', '5. 100 gram stroberi']","['1. Masukkan semua bahan, kecuali granola dan blend.', '2. Tuang ke mangkuk. Tambahkan granola.']",2 porsi,136,2.13,26.91,5.29,3.3,0,https://m.ftscrt.com/static/recipe/4dce64a2-1910-4c48-9862-4de8f2fb73e1.jpg
Oseng Sawi Telur,"['1. 50 gram sawi hijau', '2. 1 besar telur', '3. 1 siung bawang putih', '4. 1 kecil bawang merah']","['1. Oseng bawang merah dan bawang putih.', '2. Masukkan sawi dan sedikit air.', '3. Tambahkan telur, bumbui dengan garam dan merica.']",1 porsi,113,5.15,9.54,7.87,1.6,212,https://m.ftscrt.com/static/recipe/485db2c7-a339-490b-bf52-18eb66a0229c.jpg
Terong Balado Rebus,"['1. 1.75 g magic lezat', '2. 2 g terasi', '3. 1/2 sdt garam', '4. 50 gram cabai merah atau rawit', '5. 250 gram terung', '6. 3 sedang bawang merah', '7. 2 siung bawang putih', '8. 120 gram tempe', '9. 400 ml air']","['1. Haluskan semua bahan kecuali tempe dan terong.', '2. Tuang bumbu ke teflon dan tambahkan air secukupnya, tutup teflon dan rebus hingga mendidih.', '3. Iris terong melingkar, susun ke dalam teflon setelah rebusan cabai mendidih, jangan ditutup kambali.', '4. Detelah terong setengah matang, masukkan tempe.', '5. Masak hingga matang dan air surut, jangan lupa koreksi rasa.']",2 porsi,302,11.22,44.94,17.57,13.4,0,https://m.ftscrt.com/static/recipe/72ebc15e-d82f-4a5d-aea4-f76a5fc2ac21.jpg
Shakshuka,"['1. 50 gram jamur kancing', '2. 100 gram bawang bombay', '3. 2 besar telur', '4. 1 siung bawang putih', '5. 2 besar utuh tomat merah', '6. 1 sdm saus tomat']","['1. Kupas kulit tomat, lalu di cincang/blender. Cincang bawang putih dan bawang bombay, dan jamur champignon.', '2. Tumis bawang bombay dan bawang putih hingga layu, tambahkan jamur tumis lagi hingga jamur berubah warna, masukkan pure tomat, saos tomat dan air. Tambahkan Garam, lada, dan bumbu pilihan lainnya.', '3. Tambahkan telur, tutup pan hingga telur matang.', '4. Makanan siap dihidangkan.']",1 porsi,283,11.0,31.06,18.65,6.3,423,https://m.ftscrt.com/static/recipe/fb98f709-9289-43bc-8dc8-4d043c9867d9.jpg
Toast Avocado,"['1. 5 g susu kental manis', '2. 7.5 g mentega', '3. 10 g palm sugar', '4. 1 irisan reguler roti gandum panggang', '5. 1 alpukat']","['1. Panggang roti dengan mentega.', '2. Keruk alpukat letakkan diatas roti.', '3. Taburi gula palm.', '4. Tuang susu kental manis.']",1 porsi,488,37.53,39.95,6.83,15,0,https://m.ftscrt.com/static/recipe/445eff56-9751-43aa-853f-4b774d8527e9.jpg
Blueband Biskuit Lunak,"['1. 4 g tepung pati jagung', '2. 20 g palm sugar', '3. 100 g cake & cookie', '4. 55 g tepung terigu kunci biru', '5. 1 besar telur', '6. 60 gram gula', '7. 125 ml dark compound chocolate', '8. 100 gram tepung terigu putih (semua keperluan)']","['1. Kocok mentega dan gula. Kemudian tambahkan telur dan aduk.', '2. Tambahkan tepung yang sudah diayak dan bahan lainnya. Campur dengan baik.', '3. Bentuk biskuit dan sebarkan di atas loyang. Panggang selama 18 menit pada suhu 180Â°C-190Â°C.']",8 porsi,300,17.31,32.54,3.56,1.9,26,https://m.ftscrt.com/static/recipe/15f70bba-a2d1-4246-8192-60230f41c011.jpg
Tumis Pakcoy,"['1. 0,5 g bawang merah goreng', '2. 1,2 g lada putih bubuk', '3. 2 g royco ayam', '4. 1 sdt bawang putih bubuk', '5. 1 sdm cabai merah atau rawit', '6. 200 gram pakcoy', '7. 1 sdt garam', '8. 1 gelas air', '9. 1/2 sdt, dikemas gula merah']","['1. Masukkan semua bumbu dan air.', '2. Setelah mendidih masukkan sayur masak 2menit.', '3. Sajikan dalam wadah taburi bawang goreng.']",2 porsi,30,0.63,6.2,1.22,1.6,0,https://m.ftscrt.com/static/recipe/d3869313-994b-4cd0-a311-4240bf382cbb.jpg
Setup Roti Gandum,"['1. 6 g sweetener diabtx', '2. 30 gram kismis', '3. 250 ml susu uht full cream (250ml)', '4. 350 g roti gandum', '5. 1 besar putih telur', '6. 5 gram kacang almond panggang kering (tanpa tambahan garam)']","['1. Campur putih telur dengan gula lalu kocok.', '2. Campurkan 250ml susu UHT/Low Fat lalu aduk.', '3. Potong roti gandum sesuai selera lalu masukan kedalam adonan basah lalu aduk dengan rata.', '4. Tuangkan 1/2 adonan kedalam cetakan taburkan kismis sesuai selera.', '5. Tuangkan sisa adonan ratakan lalu taburkan kismis & kacang Almond sesuai selera.', '6. Kukus 20 menit atau sampai adonan padat (tusuk dengan tusuk gigi untuk test kepadatan).']",4 porsi,183,6.59,49.99,10.41,7.9,4,https://m.ftscrt.com/static/recipe/4ec0a828-9f7e-4dd6-a837-5936a699d996.jpg
Omelet Tuna,"['1. 30 gram ikan tuna', '2. 50 gram bayam dimasak (dari segar)', '3. 1 besar telur']","['1. Letakkan bayam di teflon. Tutup teflon.', '2. Letakkan tuna diatas bayam.', '3. Tuangkan telur diatasnya. Tutup teflon.', '4. Balikkan dan selesai.']",1 porsi,126,6.37,2.22,14.74,1.1,226,https://m.ftscrt.com/static/recipe/3327f0c5-12b5-4148-ac4d-d59fa79f0461.jpg
Oatmeal Goreng dan Omelet,"['1. 1 sejumput garam laut', '2. 1/4 sdm minyak nabati', '3. 2 sendok makan instant oatmeal', '4. 1/4 mangkok kaldu jamur', '5. 2 kecil bawang merah', '6. 1/2 sedang bawang bombay', '7. 1 besar telur dadar', '8. 2 sdm cabai merah atau rawit', '9. 1/2 mentimun (dengan kulit)', '10. 2 siung bawang putih']","['1. Sangrai oatmeal sampai kecoklatan.', '2. Tumis bawang merah, beang putih, cabai, dan bawang bombay sampai layu dan harum.', '3. Tuang oatmeal yg sudah di sangrai.', '4. Tambah air sedikit saja.', '5. Tambahkan garam+kaldu jamur secukupnya sambil diaduk.', '6. Hidangkan dengan toping telur dan mentimun.']",1 porsi,414,16.42,57.81,16.4,9.5,217,https://m.ftscrt.com/static/recipe/0044b34c-6982-4962-8c5b-28a025c3708e.jpg
Mangkuk Smoothie Hijau,"['1. 20 g gourmet blend dark chocolate & banana granola', '2. 30 gram selada', '3. 50 gram semangka', '4. 80 gram apel', '5. 50 gram alpukat', '6. 50 gram blewah melon', '7. 4 gram kacang almond']","['1. Blender semua bahan kecuali kacang almond dan granola.', '2. Sajikan ke dalam mangkok.', '3. Letakkan kacang dan granola sebagai topping.']",1 porsi,281,14.22,37.85,5.05,8.8,0,https://m.ftscrt.com/static/recipe/f94d9ad9-0df0-4f9c-8708-3e7ba9cab409.jpg
Granola Homemade,"['1. 2 sdt extra virgin olive oil', '2. 1 1/2 tbsps honey', '3. 400 g havermout rolled oat', '4. 45 g kurma', '5. 75 g gula aren', '6. 75 gram dry roasted unsalted peanuts']","['1. Sangrai rolled oat, kacang tanah hingga kecoklatan.', '2. Masukkan bahan2 untuk saus, olive oil,gula aren, madu, kurma.', '3. Campur dengan rata siap di sajikan dengan susu atau yogurt.']",10 porsi,266,8.67,42.4,6.45,11.4,0,https://m.ftscrt.com/static/recipe/7d628f74-b368-4408-95ff-e3b473f3d9a8.jpg
Yogurt dan Chia Bowl,"['1. 80 g blueberry yoghurt', '2. 1 buah naga', '3. 100 gram chia seed']","['1. Potong dadu buah naga.', '2. Siram dengan yoghurt.', '3. Taruh chia seed diatasnya.']",1 porsi,620,32.13,69.11,20.4,39.4,3,https://m.ftscrt.com/static/recipe/c01e4fef-38da-4ae1-994e-fabf316570bc.jpg
Papaya Yogurt with Almonds,"['1. 71 ml yogurt plain', '2. 1 mangkok, potong dadu pepaya', '3. 1 sdm madu', '4. 5 gram kacang almond']","['1. Potong pepaya menjadi ukuran yang lebih kecil, kemudian sisihkan.', '2. Cincang almond menjadi ukuran yang lebih kecil.', '3. Masukkan yogurt ke dalam mangkok.', '4. Tambahkan pepaya dan almond yang sudah dipotong.', '5. Tambahkan juga madu, jika ingin lebih manis.']",1 porsi,210,3.17,42.68,5.52,5.8,3,https://m.ftscrt.com/static/recipe/c4d6d5a1-748e-410b-be66-108c90421d6d.jpg
Bubur Manis Oat,"['1. 1 sejumput garam laut', '2. 1 ml sweetener', '3. 1 sdt fiber creme', '4. 21 g oat', '5. 15 g gula aren', '6. 5 gram chia seed', '7. 1 gelas air']","['1. Masukan semua bahan dalam wajan.', '2. Tambahkan daun pandan agar wangi.', '3. Aduk hingga bubur mengental.', '4. Bubur siap di ajukan.', '5. Tambahkan sejumput chia seed untuk hiasan.']",1 porsi,187,4.34,34.09,3.18,5.7,0,https://m.ftscrt.com/static/recipe/71d70958-30fd-4f82-8517-b764b62523a6.jpg
Pancake Naga,"['1. 4 sendok makan instant oatmeal', '2. 35 g susu', '3. 1 besar telur', '4. 1 buah naga']","['1. Blender semua bahan jadi satu.', '2. Panggang di atas teflon jadi beberapa bagian.', '3. Angkat dan kasih toping naga.']",1 porsi,334,9.35,48.64,17.07,4.7,217,https://m.ftscrt.com/static/recipe/396bedc0-9fe1-4f59-8c6c-eb12bfb74a26.jpg
Tumis Sawi Putih,"['1. 2 g royco ayam', '2. 1/4 sdm kecap manis', '3. 1 sdm minyak goreng', '4. 1 besar telur', '5. 2 tomat ceri', '6. 35 gram bawang bombay', '7. 1 sdt cabai merah atau rawit', '8. 1 sdt garam', '9. 4 siung bawang putih', '10. 1 sdt gula pasir', '11. 200 gram sawi putih']","['1. Potong Potong Sawi Putih Kemudian Cuci Bersih.', '2. Iris tipis2 bawang putih dan bawang bombay, iris serong cabai merah, iris tomat menjadi dua bagian.', '3. Panaskan minyak, lalu tumis bawang putih dan bawang bombay. Setelah harum masukkan telur dan orak-arik, tambahkan 250ml air, setelah mendidih tambahkan kol, cabai dan tomat, aduk rata. Tambahkan gula, garam, kecap & royco.', '4. Koreksi rasa, tunggu sampai matang.']",1 porsi,263,15.78,22.48,10.08,1.7,212,https://m.ftscrt.com/static/recipe/4e52a80a-d7e5-4054-923a-632ded6781d3.jpg
Sayur Tumis Sawi Telur,"['1. 1 sendok makan minyak goreng', '2. 1 sedang telur', '3. 2 sdt cabai merah atau rawit', '4. 1 kecil wortel', '5. 1 siung bawang putih', '6. 2 kecil bawang merah', '7. 1/2 utuh sedang tomat merah', '8. 80 gram sawi putih']","['1. Iris bawang, cabai, tomat, sawi, wortel.', '2. Panaskan minyak.', '3. Tumis bawang, cabai.', '4. Masukkan wortel dan tomat.', '5. Tumis hingga empuk, tambahkan bumbu sesuai selera.', '6. Masukkan sawi.', '7. Tambahkan sedikit air. Masak sampai matang.']",2 porsi,130,7.25,13.25,4.67,2.6,93,https://m.ftscrt.com/static/recipe/20879525-7f81-4dca-a03c-faea7e32fe74.jpg
Bubur Oat,"['1. 100 g oatmeal', '2. 100 g sawi hijau', '3. 100 g dada ayam', '4. 100 g bawang bombay dimasak', '5. 100 g wortel']","['1. Tumis bawang bombay sampai harum dengan minyak kelapa.', '2. Setelah harum, masukan sedikit air.', '3. Masukkan ayam, lalu sawi dn terakhir wortel.', '4. Setelah topping agak layu , masukkan oat nya kurang lebih 3-5menit ( bila air diatas habis, boleh ditambah untuk metebus oatnya. Sedikit saja ya).', '5. Tambahkan sedikit garam. Koreksi rasa.']",1 porsi,413,14.16,38.0,35.49,5.6,83,https://m.ftscrt.com/static/recipe/912d5461-26e4-451c-961c-d03233c84e77.jpg
Yellow Smoothies,"['1. 100 gram mangga', '2. 150 gram buah pir', '3. 50 gram mentimun (dengan kulit)', '4. 130 gram air']","['1. Masukkan semua bahan ke dalam blender.', '2. Tambahkan air lalu Blender semua bahan sampai halus.', '3. Siap disajikan.']",2 porsi,80,0.26,21.01,0.7,3.3,0,https://m.ftscrt.com/static/recipe/745c540c-2619-4fff-889f-34ae372a24f2.jpg
Telur Kukus,"['1. 63 gram daging sapi', '2. 1 1/2 besar putih telur', '3. 12 gram buncis', '4. 29 gram wortel', '5. 11 gram daun bawang']","['1. Iris cincang wortel, daun bawang, serta buncis. Sisihkan.', '2. Kocok putih telur dengan pengocok telur hingga berbusa.', '3. Masukan wortel, daun bawang, buncis yang telah diiris cincang serta daging sapi yang dipotong kecil-kecil ke dalam kocokan putih telur. Tambahkan garam, merica, dan penyedap. Aduk hingga rata.', '4. Masukan adonan ke dalam wadah anti panas, lalu kukus selama 30 menit.', '5. Setelah 30 menit angkat lalu tiriskan.']",1 porsi,230,12.5,5.56,22.64,1.4,55,https://m.ftscrt.com/static/recipe/ab76b9f0-1096-4ab8-bfca-bb33563b69e5.jpg
Bubur Oatmeal Asin,"['1. 0,5 g royco ayam', '2. 0,75 g lada putih bubuk', '3. 35 g instant oatmeal grain', '4. 1 irisan tipis ayam', '5. 1/2 besar telur rebus', '6. 1/4 sosis ayam', '7. 1/4 mangkok jamur dimasak (lemak tidak ditambahkan dalam masakan)', '8. 1/2 sdt garam', '9. 1/2 sdm seledri', '10. 1 sdm, cincang daun bawang (loncang)']","['1. Nyalakan kompor.', '2. Masukkan oatmeal ke teflon dan tambahkan air panas, aduk jangan sampai terlalu encer.', '3. Tambahkan garam, lada, daun bawang, dan penyedap rasa, aduk.', '4. Hias bubur dengan topping.', '5. Koreksi rasa, jika sudah pas, tuang ke mangkuk.', '6. Tambahkan air lagi sedikit demi sedikit sambil diaduk sampai tekstur seperti bubur.', '7. Selamat menikmati.']",1 porsi,223,7.99,27.49,12.26,4.2,118,https://m.ftscrt.com/static/recipe/a01980be-616d-4107-a203-a94d7b2cf85a.jpg
Mini Pancakes,"['1. 30 g oats', '2. 1/2 buah kiwi', '3. 1 sedang telur', '4. 1/2 sdm madu', '5. 120 gram pisang', '6. 1 gram biji wijen kering utuh']","['1. Blender oat, pisang, telur, bp sampai halus.', '2. Panggang adonan sedikit-sedikit (pakai sendok teh) pada teflon anti lengket tanpa menambahkan minyak/margarin. Gunakan api kecil.', '3. Balik adonan saat timbul gelembung pada pancake.', '4. Sajikan dengan toping madu, wijen, dan buah.']",1 porsi,353,8.04,62.77,10.92,4.3,186,https://m.ftscrt.com/static/recipe/123ed72d-c496-4fe0-9c0e-26a9a2b8287b.jpg
Manggo Sticky Oats,"['1. 1/2 tsp sugar', '2. 6 g tepung pati jagung', '3. 6 sdt fiber creme', '4. 20 g quick cook oatmeal', '5. 2 sejumput salt', '6. 95 gram mango', '7. 100 ml water', '8. 50 ml water']","['1. Kupas mangga terlebih dahulu lalu tata kedalam piring.', '2. Selanjutnya masak oats dengan 200ml air, tambahkan garam secukupnya lalu masak hingga air menyusut. Taruh kedalam piring.', '3. Setelah itu buat saus dengan memanaskan 50ml air, tambahkan 6 sdt fibercrem lalu aduk hingga merata.', '4. Tambahkan sedikit garam dan 1/2 sdt gula, aduk kembali lalu tambahkan 1/2 sdm tepung maizena.', '5. Aduk hingha rata dan mengental.', '6. Siramkan diatas mangga dan oats yang telah di tata.', '7. Selesai.']",1 porsi,262,8.26,48.62,2.82,9.4,0,https://m.ftscrt.com/static/recipe/fcabcad6-816b-4806-9a6f-e6279895a49d.jpg
Sup Sehat,"['1. 1 g lada putih bubuk', '2. 50 gram kaldu jamur', '3. 20 telur puyuh', '4. 100 gram buncis', '5. 50 gram brokoli', '6. 3 sosis ayam', '7. 5 siung bawang putih', '8. 100 gram wortel', '9. 5 gram daun bawang', '10. 30 gram jamur putih (ditumis)']","['1. Potong2 semua bahan sesuai selera.', '2. Rebus telur puyuh dan kupas.', '3. Rebus 750mL air.', '4. Geprek bawang putih dan masukkan k air yang telah mendidih.', '5. Masukkan wortel, buncis, brokoli ke dalam air.', '6. Biarkan 1/2 lunak dan masukkan sosis, jamur, telur puyuh.', '7. Bumbui dengan kaldu jamur dan lada putih. Koreksi rasa (bisa d tambahkan gula, garam, dll sesuai keinginan. Kalori perlu d tambahkn untuk modifikasi).', '8. Tambahkan irisan bawang daun (saya pakai yang putih) dan siap d hidangkan.']",10 porsi,56,2.92,3.0,4.53,0.8,159,https://m.ftscrt.com/static/recipe/87288cd6-59e7-4c3a-895c-1c5ee5472a27.jpg
Bolu Cup,"['1. 50 g keju serbaguna', '2. 220 gram telur', '3. 120 gram gula pasir', '4. 150 gram tepung terigu putih (semua keperluan)']","['1. Kocok telur dan gula hingga mengembang.', '2. Tambahkan tepung sedikit demi sedikit.', '3. Masukkan ke cup.', '4. Taburin keju.', '5. Panggang dg suhu 200 C selama 30 menit.']",25 porsi,59,1.3,9.88,1.87,0.2,37,https://m.ftscrt.com/static/recipe/83f65312-9b0e-438d-8a5e-9a6f722799c4.jpg
Kue Muesli,"['1. 1 sedang telur', '2. 100 g tropical muesli', '3. 2 sdm madu']","['1. Campur semua bahan.', '2. Bentuk kue dan sebarkan di atas loyang.', '3. Panggang dalam oven selama 20 menit dengan suhu 170Â°C.']",7 porsi,78,1.8,13.85,2.08,1.5,27,https://m.ftscrt.com/static/recipe/50ad7400-c810-487d-ba9c-2909754e3567.jpg
Sup Baso Ikan,"['1. 7 1/2 gram kaldu jamur', '2. 20 gram sawi hijau', '3. 1 sdt garam', '4. 1 gram minyak wijen', '5. 2 gram daun bawang', '6. 117 gram bakso ikan', '7. 1 gelas air', '8. 20 gram sawi putih']","['1. Siapkan bahan, masak air sampai mendidih.', '2. Tambhan minyak wijen, kaldu dan garam, cicipi rasa.', '3. Masukan baso, tekakhir masukan sayuran, siapkan wadah.']",2 porsi,71,1.26,7.47,6.91,0.4,31,https://m.ftscrt.com/static/recipe/8580b817-a7ad-40a4-b539-36a66c272e7f.jpg
Oseng Tahu,"['1. 1 sejumput garam laut', '2. 1 sdm minyak jagung', '3. 1 sejumput lada hitam', '4. 1 sdm minyak wijen', '5. 43 gram bawang bombay dimasak', '6. 250 gram tahu', '7. 1 sdm saus tiram', '8. 51 gram kubis', '9. 9 gram daun bawang']","['1. Iris bawang bombay, daun bawang, kubis sesuai selera.', '2. Siapkan wajan anti lengket, beri corn oil lalu masukkan daun bawang tumis hingga harum.', '3. Setelah itu masukkan bombay, tumis hingga harum.', '4. Kecilkan api, masukkan tahu lalu lancurkan. Oseng hingga air tahu mengering.', '5. Tambahkan minyak wijen, saus tiram, lada, garam oseng hingga tercampur rata selama 75 detik.']",2 porsi,231,18.41,8.76,10.85,1.6,0,https://m.ftscrt.com/static/recipe/a3d44e24-04bd-46fd-a0d8-23d956535cd2.jpg
Nasi Goreng,"['1. 2 sdm saus sambal', '2. 92 gram kecambah', '3. 1 sdm minyak wijen', '4. 1 sdm saus tiram', '5. 62 gram kubis', '6. 100 gram wortel', '7. 60 gram nasi merah (butir-sedang, dimasak)', '8. 60 gram nasi putih (butir-sedang, dimasak)']","['1. Tulis wortel selama 1 menit, lalu masukkan gubis tumis kembali.', '2. Masukkan nasi, tumis hingga rata lalu masukkan kecambah.', '3. Tambahkan saus sambal, saus tiram, minyak wijen.']",2 porsi,207,7.51,31.29,4.09,3.8,0,https://m.ftscrt.com/static/recipe/5cd27966-6e93-4ebe-a947-e6fee9ccca74.jpg
Oat Pisang,"['1. 8 g mentega', '2. 100 g oatmeal', '3. 2 sedang pisang']","['1. Hancurkan pisang.', '2. Tambahkan oatmeal dan mentega cair dan aduk rata.', '3. Bentuk kue dan letakkan di atas loyang. Panggang selama 20 menit pada suhu 180Â°C.']",2 porsi,163,3.89,32.95,2.29,3,0,https://m.ftscrt.com/static/recipe/2c22fed6-9d01-4a23-8ec2-69524b996291.jpg
Brownies Oat,"['1. 10 g tepung pati jagung', '2. 20 g fiber creme', '3. 100 g instant oatmeal', '4. 63 ml minyak kanola', '5. 104 ml dark compound chocolate', '6. 2 sedang telur', '7. 20 gram cocoa powder (unsweetened)', '8. 130 gram brown sugar']","['1. Lelehkan dark chocolate dengan minyak. Menyisihkan.', '2. Campur bahan yang tersisa.', '3. Terakhir, tambahkan campuran cokelat leleh. Campur dengan baik.', '4. Tempatkan adonan ke dalam cetakan dan hiasi sesuai keinginan. Panggang selama 20 menit pada suhu 180Â°C.']",16 porsi,158,8.67,18.53,2.16,2.7,23,https://m.ftscrt.com/static/recipe/1873a361-9cc2-4a58-9b72-94dc14ad402a.jpg
Muffins Pisang,"['1. 1 bungkus stevia sweetener', '2. 1 scoop impact whey isolate', '3. 1/2 gelas kering rolled oats', '4. 1 besar putih telur', '5. 1 sdt ekstrak vanila', '6. 2 gram kayu manis', '7. 1 sedang pisang', '8. 1 sdm madu', '9. 1 gram baking soda']","['1. Pisahkan telur dan kocok putih telurnya.', '2. Hancurkan pisang lalu tambahkan putih telur, vanila, dan madu. Campur dengan baik.', '3. Aduk sisa bahan dan aduk rata.', '4. Bagi menjadi cangkir muffin dan hiasi sesuai keinginan. Kukus selama 20 menit.']",4 porsi,113,0.9,19.51,7.86,2.2,0,https://m.ftscrt.com/static/recipe/df691189-1f14-4951-8438-d499a858afac.jpg
Kue Chiffon,"['1. 70 ml minyak goreng', '2. 80 gram keju cheddar', '3. 6 besar putih telur', '4. 6 besar kuning telur', '5. 125 gram gula pasir', '6. 70 ml air', '7. 100 gram tepung terigu putih (semua keperluan)']","['1. Kocok putih telur dengan 100 gr gula hingga kaku.', '2. Di wadah lain, kocok kuning telur dengan 25 gr gula hingga berbusa. Kemudian tambahkan air dan minyak, aduk rata. Terakhir, tambahkan tepung dan aduk.', '3. Campurkan 2 campuran dan tempatkan dalam loyang kue. Hiasi keju cheddar di atasnya.', '4. Panggang dalam oven dengan suhu 160Â°C selama 50-55 menit.', '5. Tunggu dingin baru keluarkan dari loyang.']",12 porsi,181,9.88,17.29,5.67,0.2,112,https://m.ftscrt.com/static/recipe/b05f9837-76de-4381-870b-aec03a429d31.jpg
